ROW_NUM,FARM_ID,FARM_TYPE,FARM_NM,AREA_LCD,AREA_LNM,AREA_MCD,AREA_MNM,ADDRESS1,FARM_AREA_INFO,SELL_AREA_INFO,HOMEPAGE,COLLEC_PROD,OFF_SITE,APPLY_MTHD,PRICE,POSLAT,POSLNG,REGIST_DT,UPDT_DT
288,4983,전남대학교 농업실습교육원장,전남대학교 도시농업체험장,25,광주광역시,241,북구,광주광역시  광산구 용봉동 300,"1,520",3.3/16.5,,12,쉼터,공고(agrobio.jnu.ac.kr),50(틀밭)/100(노지),35.0753838802148,126.770098066772,20230202,20240604
289,4984,시민행복발전소,광산시민농부학교실습텃밭,25,광주광역시,242,광산구,"광주광역시 광산구 지산동 93-1, 118-1","3,680",10,,12개월,"쉼터, 수도시설",전화연락,60,35.18893766208088,126.73987992508196,20230202,20240603
290,4989,성동구청,다산농장,29,경기도,262,남양주시,경기 남양주시 조안면 조안리 산 149-1,"1,104",16,,9개월,"화장실, 원두막",홈페이지,10,37.5412361,127.2898157,20230202,20240603
291,4985,본량농협,본량 사랑나눔농장,25,광주광역시,242,광산구,"광주광역시 광산구 지산동 18-2,18-3","3,633",23/33,,12개월,"교육장, 화장실, 쉼터, 농기구창고 등",전화연락,60/90,35.18609062753624,126.73425396534344,20230202,20240603
292,4993,석관동 두산아파트 주민 및 어린이집,석관도시텃밭,21,서울특별시,186,성북구,서울특별시 성북구 석관동 14-5,500,9,,10개월,-,추첨,,37.61064204747013,127.06678947836869,20230202,20240530
293,4991,중랑구청,중랑행복2농장(망우1호),21,서울특별시,185,중랑구,서울특별시 중랑구 망우동 423-43,"1,844",6.6,,8개월,농막,홈페이지,30(텃밭) / 100(배나무),37.59182102289113,127.10291778941969,20230202,20240530
294,4992,중랑구청,중랑행복3농장(망우2호),21,서울특별시,185,중랑구,서울특별시 중랑구 망우동 113-2,"6,568",6.6,,8개월,조경시설,홈페이지,30,37.59025131546275,127.10344485056613,20230202,20240530
295,4990,중랑구청,중랑행복1농장(신내1호),21,서울특별시,185,중랑구,서울특별시 중랑구 신내동 256-9,"3,461",6.6,,8개월,"농막, 스마트팜 시설, 화장실",홈페이지,30,37.618482015194836,127.10843522716685,20230202,20240530
296,4995,서울 강북구,강북 도시농업 체험장,21,서울특별시,187,강북구,서울특별시 강북구 수유동 599,"6,843",10,,9개월,"생태 화장실, 농기구 창고",구청 홈페이지,-,37.645549897919,127.003273750367,20230202,20240530
297,4994,서울 강북구,강북 도시농업 체험장,21,서울특별시,187,강북구,서울특별시 강북구 수유동 594-1,"2,657",3.1,,9개월,"체험교육장, 화장실, 농기구 창고",구청 홈페이지,15,37.64640327634232,127.00286061860396,20230202,20240530
298,5008,금천구,안양천 도시농업체험장,21,서울특별시,196,금천구,서울특별시 금천구 독산동 719-5,"3,000",10,,8개월,휴게시설,"온라인, 방문",30,37.459089501350086,126.88904898528395,20230202,20240529
299,5009,금천구,광명 도시농업체험장,29,경기도,268,광명시,경기 광명시 하안동 506,"4,283",10,,8개월/24년까지 운영 예정,캠핑데크,"온라인, 방문",30,37.455341505911086,126.86647543392509,20230202,20240529
300,5002,서대문구,노고산농장,29,경기도,273,양주시,경기 양주시 장흥면 삼상리 190,"1,650",825,,10개월,"주차장, 식수대, 화장실",홈페이지,,37.6900339,126.9319437,20230202,20240529
301,4276,개인,노고산,29,경기도,273,양주시,경기도 양주시 장흥면 삼상리 190,9700,15,,9개월,숙박,전화,80,37.69003298943784,126.93168352834395,20200106,20240529
302,4997,서울 노원구청,불암 어울림공원 텃밭,21,서울특별시,189,노원구,서울특별시 노원구 상계동 95-336,693,4.95,,9개월,화장실,인터넷 접수(추첨),30,37.66436449742605,127.07744323345361,20230202,20240528
303,4999,서울 노원구청,노원힐링텃밭,21,서울특별시,189,노원구,경기도 남양주시 별내동 2235,"1,584",9.9,,9개월,화장실,인터넷 접수(추첨),50,37.680684314847,127.108625419418,20230202,20240528
304,5101,서울 강남구청 지역경제과,세곡천제2힐링텃밭,21,서울특별시,201,강남구,서울특별시 강남구 세곡동 24,"3,660",10,,2024년 3~12월(마감),"주차장,보관소,수돗가,휴게공간,관리실,화장실,등",인터넷접수(강남구청 홈페이지),50,37.4644647,127.1186076,20240528,20240528
305,5012,서울 강남구청 지역경제과,세곡천제1힐링텃밭,21,서울특별시,201,강남구,"서울특별시 강남구 세곡동 13-2, 13-4, 54","9,100",10,,9개월(마감),"주차장,보관소,수돗가,휴게공간,관리실,화장실,등",홈페이지 접수(강남구청 홈페이지),50,37.46407545396407,127.11759021067243,20230202,20240528
306,5000,은평구청 공원녹지과,향림도시농업체험원 텃밭,21,서울특별시,190,은평구,서울특별시 은평구 불광동 475,"24,615",10,,8개월,"식수대, 화장실, 농기구대여창고",홈페이지,30,37.6278410448618,126.920349344354,20230202,20240528
307,4998,서울 노원구청,모두의 정원 텃밭,21,서울특별시,189,노원구,서울특별시 노원구 상계동 770-2,207,4.32,,9개월,화장실,인터넷 접수(추첨),20,37.6441600064637,127.058299587221,20230202,20240528
308,5006,양천구,신트리공원 자원순환텃밭,21,서울특별시,193,양천구,서울특별시 양천구 신정동 310-7,"16,409","1,300",,9개월,"농기구함, 수도시설, 휴게공간, 화장실",홈페이지,,37.5146108986665,126.856503753534,20230202,20240527
309,5005,양천구,양천도시농업공원,21,서울특별시,193,양천구,서울특별시 양천구 신월동 산174-1,"24,078","4,400",,9개월,"농기구함, 수도시설, 휴게공간, 화장실",홈페이지,,37.51281345637379,126.82575787865379,20230202,20240527
310,5003,양천구,양천1마당텃밭,21,서울특별시,193,양천구,서울특별시 양천구 신월동 350-35,"1,800","1,200",,9개월,"농기구함, 수도시설, 화장실",홈페이지,,37.517671082706414,126.82590989642036,20230202,20240527
311,5007,서울 구로구청,주말농장,21,서울특별시,195,구로구,서울특별시 구로구 궁동 4번지,"19,064",16,,10개월,-,홈페이지,60,37.5059286,126.8286803,20230202,20240523
312,5010,서울 관악구청,서림동 텃밭,21,서울특별시,199,관악구,서울특별시 관악구 신림동 143-1,"3,500",10,,9개월,"농업용수, 농기구 비치","홈페이지, 방문",55,37.468728030422575,126.94822133001092,20230202,20240523
313,5014,서울 강동구청,가래여울2텃밭,21,서울특별시,203,강동구,서울 강동구 강일동 144-1,910,12,,24년3월~12월,"주차장, 화장실, 야외테이블 등",인터넷 신청(강동구 도시농업포털),100,37.5771963777722,127.167462120971,20230202,20240522
314,5011,서초구청,청룡텃밭,21,서울특별시,200,서초구,서울특별시 서초구 신원동 255,"10,989",14.0,,8개월,"화장실, 주차장",서초구청 홈페이지,100,37.447914883648096,127.0589119303339,20230202,20240522
315,5013,서울 강동구청,가래여울1텃밭,21,서울특별시,203,강동구,서울특별시 강동구 강일동 138-21,"5,160",12,,24년3월~12월,"주차장, 화장실, 야외테이블 등",인터넷 신청(강동구 도시농업포털),100,37.57732827284707,127.16900909649665,20230202,20240522
316,5020,개인,천수텃밭,21,서울특별시,189,노원구,서울특별시 노원구 중계본동 46,"6,332",9.9,,11개월,-,전화신청(선착순),140,37.6463507,127.0852864,20230202,20240520
317,5022,개인,꿈이닿은농장,21,서울특별시,194,강서구,서울특별시 강서구 오쇠동 104-2,"3,300",16.5,,분양마감,화장실,전화,70,37.54482296124094,126.78904834425413,20230202,20240517
318,5021,개인,북한산솔밭농장,21,서울특별시,190,은평구,서울특별시 은평구 진관동 272-3,"14,000",14,,8개월,"주차장, 화장실, 창고, 휴게시설, 수도시설",전화,150,37.6544919800044,126.94686370874906,20230202,20240517
319,5025,개인,암사가족농장,21,서울특별시,203,강동구,서울특별시 강동구 암사동 380-2,"9,078",12,,24년3월~12월,"주차장, 식수대, 화장실 등",전화,100,37.55790398085574,127.13758023033789,20230202,20240516
320,5024,개인,일자산텃밭,21,서울특별시,203,강동구,서울특별시 강동구 둔촌동 599,"7,672",12,,24년3월~12월,"화장실, 야외테이블 등",전화,110,37.5321097037576,127.1489994569684,20230202,20240516
321,5026,개인,토끼굴텃밭,21,서울특별시,203,강동구,서울특별시 강동구 암사동 603-44,"7,717",12,,8개월,"주차장, 식수대, 화장실 등",전화,100,37.554376655978835,127.12500041625086,20230202,20240516
322,5081,,그린농원(2농장),32,충청남도,315,천안시,충남 천안시 서북구 성환읍 성월리 16-17,"1,652.9",33,,24년4월15일 ~ 11월15일 / 완료시까지,"관수, 이동식화장실, 원두막, 큰농기구, 개인사물함, 주차장",전화,100,36.9225805,127.1417314,20240416,20240514
323,5041,개인,그린농원(1농장),32,충청남도,315,천안시,충남 천안시 서북구 성환읍 천안대로 2075 (성환리),"1,650",16.5,,선착순,"급수시설, 농기구, 쉼터, 이동식화장실",전화,60,36.9237912324536,127.13409371122,20231101,20240514
324,5042,개인,그린농원(7농장),32,충청남도,315,천안시,충남 천안시 서북구 직산읍 모시리 77-1,"1,650",16.5,,선착순,"급수시설, 농기구, 쉼터, 이동식화장실",전화,60,36.8717166066971,127.145168497475,20231103,20240514
325,4501,개인,암사텃밭,21,서울특별시,203,강동구,서울특별시 강동구 암사동 603-3,"6,017",12,,24년3월~12월,"화장실, 야외테이블 등",전화,120,37.55504395268574,127.1257589977339,20200106,20240404
326,3620,서울 강서구청,오곡텃밭농장,21,서울특별시,194,강서구,서울특별시 강서구 오곡동 417-2 외,"11,149","1,016.5",,분양마감,"쉼터, 주차장, 화장실, 흙먼지털이기계 등",홈페이지,"3,050",37.55732261930878,126.77963316994712,20190515,20240404
327,4298,의왕시,행복가꿈주말농장,29,경기도,278,의왕시,경기도 의왕시 왕곡동 84,4000,10,,9개월,"주차장,하우스, 쉼터",방문,,37.34702236213736,126.99437199503207,20200106,20230817
328,4219,개인,대림배농원,29,경기도,271,광주시,경기 광주시 직동 302,2000,13,,8개월,"주차장, 화장실, 농자재보관창고, 야외휴게시설",홈페이지,50,37.3984511389537,127.182417222536,20200106,20230817
329,4280,개인,여울농장,29,경기도,273,양주시,경기 양주시 장흥면 삼상리 446-12,2080,11,,9개월,"쉼터,화장실",전화,80,37.6882496193307,126.930467203915,20200106,20230817
330,4451,대구시청,팔현도시텃밭,23,대구광역시,225,수성구,대구광역시 수성구 고모동 26-24,"8,159",15,,9개월,"화장실, 쉼터",대구도시농업박람회 홈페이지,40,35.8685139,128.6758440,20200106,20230816
331,4533,개인,장수농장,21,서울특별시,188,도봉구,서울특별시 도봉구 방학3동 420-1,"2,644",10,,9개월,화장실,전화,80,37.6669390,127.0253215,20200106,20230816
332,3713,북구청,도남농장,23,대구광역시,224,북구,대구광역시 북구 도남동 719-1,"2,332",30,,10개월,-,홈페이지,50,35.9610697,128.5838853,20190515,20230816
333,4539,개인,웰빙주말농장,21,서울특별시,188,도봉구,서울특별시 도봉구도봉1동468,"2,264",13,,9개월,화장실,전화,200,37.6769701,127.0333393,20200106,20230816
334,4373,양산시농업기술센터,양산시 공영 도시농업 농장,36,경상남도,396,양산시,경상남도 양산시 물금읍 중산리 540-4,396,6.6,,9개월,"화장실, 쉼터, 원예체험장 등",홈페이지 공고확인 및 직접신청,30,35.8685139,128.6758440,20200106,20230816
335,4436,개인,강정보여울주말농장,23,대구광역시,227,달성군,대구광역시 달성군 다사읍 죽곡리 762,"2,640",16.5,,12개월,"쉼터, 화장실","전화, 방문",100,35.8423166,128.4650727128.4650727,20200106,20230816
336,4535,개인,만세동,21,서울특별시,188,도봉구,서울특별시 도봉구 도봉1동 543,"10,000",13,,9개월,화장실,전화,150,37.6753146,127.0216991,20200106,20230816
337,4279,개인,방아다리,29,경기도,273,양주시,경기도 양주시 장흥면 삼하리 47-3,1650,16.5,,9,"쉼터,화장실",전화,80,37.68271454684342,126.92071239702241,20200106,20230223
338,4282,개인,천보Wellness,29,경기도,273,양주시,경기도 양주시 광사동 482-1,1650,16.5,,9개월,"주차장,캠핑장",전화,80,37.77125454788551,127.06945381557324,20200106,20230223
339,4283,개인,209팜,29,경기도,273,양주시,경기도 양주시 봉양동 209-1,1000,26.4,,9개월,"쉼터,식수대,미니운동장,주차장",전화,100,37.8578481127149,127.08047896650608,20200106,20230223
340,4444,대구 동구청,동구 공영텃밭,23,대구광역시,221,동구,대구광역시 동구 대림동 554,"4,907",14,,10개월,화장실,방문신청,40,35.87148843533845,128.74822962673258,20200106,20230223
341,4452,수성구청,천을산농장,23,대구광역시,225,수성구,"대구광역시 수성구 매호동 195, 197, 198","5,729",20,,9개월,"주차장, 화장실","인터넷, 행정복지센터 접수",40,35.851195530108946,128.69972972791194,20200106,20230223
342,4358,개인,새싹주말농장,29,경기도,263,화성시,경기도 화성시 진안동 219-1,4000,3.3,,9개월,-,전화,10,37.21975818549754,127.03970247091473,20200106,20230223
343,4360,개인,정원농장,29,경기도,263,화성시,경기도 화성시 정남면 869번길,1652,3.3,,8개월,-,전화,10,,,20200106,20230223
344,4361,개인,왕림주말농원,29,경기도,263,화성시,경기도 화성시 봉담읍 30,1652,33,,9개월,-,전화,100,37.22658140000052,126.94093845393552,20200106,20230223
345,4362,개인,새말햇살농장,29,경기도,263,화성시,경기도 화성시 봉담읍 291-1,2800,33,,9개월,-,전화,100,37.2208304999994,126.95041795393668,20200106,20230223
346,4363,개인,힐링캠프주말농장,29,경기도,263,화성시,경기도 화성시 진안동 691,2000,3.3,,9개월,-,전화,10,37.22070944861535,127.03733514850516,20200106,20230223
347,4365,개인,장안뜰주말농장,29,경기도,263,화성시,경기도 화성시 봉담읍 44,6000,33,,8개월,-,전화,100,37.21419690000157,126.97579075393236,20200106,20230223
348,4369,개인,우동농장,36,경상남도,393,김해시,경상남도 김해시 진영읍 우동리 186-1,"4,500",16.5,,1년,"쉼터, 화장실",전화,"70,000",35.27512372896291,128.72193602149397,20200106,20230223
349,4370,개인,의숙농장,36,경상남도,393,김해시,경상남도 김해시 생림면 마사리 1640,"3,300",16.5,,1년,"쉼터, 화장실",전화,"80,000",35.36119918002786,128.80851429669195,20200106,20230223
350,4372,개인,강동농장,36,경상남도,393,김해시,"경상남도 김해시 강동 428-11, 12","2,600",16.5,,1년,"쉼터, 화장실",전화,"80,000",35.21326822227503,128.88294537917199,20200106,20230223
351,4289,개인,씨알농장,29,경기도,273,양주시,경기도 양주시 광사동 295,12000,33,,9개월,"화장실,캠핑장",전화,100,37.796602092912806,127.06952630448897,20200106,20230223
352,4245,한어울림,한어울림 공동체주말농장,29,경기도,266,시흥시,경기도 시흥시 방산동 산37-10,800,미정,,8개월,-,방문,미정,37.416533672056694,126.77062992341985,20200106,20230223
353,4251,신현동새마을지도자부녀회,신현동새마을 주말농장,29,경기도,266,시흥시,"경기도 시흥시 포동 14, 14-3, 14-5",4109,미정,,8개월,쉼터,방문,미정,37.40577128444122,126.7836061048644,20200106,20230223
354,4275,개인,예술공원주말농장,29,경기도,,,경기도 안양시 만안구 석수동 221-1,3500,13,,10개월,"주차장,그늘막",전화접수,60,37.41999566640876,126.91759574080075,20200106,20230223
355,4221,개인,동사골 주말농장,29,경기도,275,구리시,경기도 구리시 아천동 335,9917,33,,9개월,"관수, 쉼터",방문,200,37.57053470785919,127.11519052671244,20200106,20230223
356,4263,안산시,초지농장,29,경기도,260,안산시,경기도 안산시 단원구 초지동 666-2,21104,16.5,,8개월,"주차장, 화장실",방문접수,14,37.32034059183275,126.8099720406762,20200106,20230223
357,4390,포항시청(농촌활력과),용마을텃밭,35,경상북도,366,포항시,경상북도 포항시 북구 용흥동 444,2023,2000,,10,창고,현장접수,,36.07045406779182,129.3832852694124,20200106,20230223
358,4414,텃밭공동체 호미,건강희망텃밭,25,광주광역시,240,남구,광주광역시 남구 양과동 931-2 외 4필지,"8,510",10,,10개월,"세면장, 물탱크, 교육장 등","전화, 팩스, 메일",50,35.08759255581823,126.86719172983416,20200106,20230223
359,4421,두암1동주민자치위원회,두일행복텃밭,25,광주광역시,241,북구,광주광역시 북구 두암동 891-20,456,17,,12개월,상수도,공고,50,35.168090722733126,126.92852620587496,20200106,20230223
360,4214,서울시청,삼성리,29,경기도,271,광주시,경기도 광주시 남종면 삼성리 422,"17,510",17,,10,"그늘막,급수시설,주차장,화장실",홈페이지,60,37.47405086555538,127.2739391555503,20200106,20230223
361,4215,서울시청,하번천리,29,경기도,271,광주시,경기도 광주시 남한산성면 하번천리 105,"3,400",17,,10,"그늘막,급수시설,주차장,화장실",홈페이지,60,37.438885955631555,127.2872043119248,20200106,20230223
362,4216,서울시청,지월리,29,경기도,271,광주시,경기도 광주시 초월읍 지월리 680,"76,350",17,,10개월,"그늘막,급수시설,주차장,화장실",홈페이지,60,37.404034300581586,127.28771666854267,20200106,20230223
363,4218,광주시농업기술센터,도담텃밭,29,경기도,271,광주시,경기도 광주시 남한산성면 하번천리 38-1,4000,13,,8개월,"주차장, 화장실, 농자재보관창고, 야외휴게시설",홈페이지,10,37.437977980355406,127.28765315957342,20200106,20230223
364,4222,개인,모모 주말농장,29,경기도,275,구리시,경기도 구리시 사노동 464-2,1200,12,,9개월,"관수, 쉼터","전화,홈페이지",150,37.64359503081729,127.13563000894668,20200106,20230223
365,4286,개인,행복한 주말농원,29,경기도,273,양주시,경기도 양주시 고읍동 108,1320,33,,9개월,-,전화,100,37.803697292997306,127.07944714747215,20200106,20230223
366,4287,개인,희망농원,29,경기도,273,양주시,경기도 양주시 만송동 182-5,1650,16.5,,9개월,-,전화,70,37.79383684967057,127.09613894214068,20200106,20230223
367,4288,개인,진영농장,29,경기도,273,양주시,경기도 양주시 광사동 354,5100,33,,9개월,화장실,전화,100,37.78998331652126,127.07253159610805,20200106,20230223
368,4301,개인,어여비주말농장,29,경기도,278,의왕시,경기도 의왕시 이동 551-3,8595,16,,9개월,"화장실,주차장,바베큐장","방문,홈페이지",100,37.331685034469665,126.96481609350273,20200106,20230223
369,4225,서울시청,삼봉리,29,경기도,262,남양주시,경기도 남양주시 조안면 삼봉리 331-3,"4,250",17,,10,"그늘막,급수시설,주차장,화장실",홈페이지,60,37.58880220552753,127.33275422631583,20200106,20230223
370,4226,마포구,삼각교육텃밭,29,경기도,,,경기도 고양시 덕양구 덕은동 569-3,"1,140",16.8,,9개월,쉼터,"방문, 이메일, 우편",,37.58089218446336,126.87676269218312,20200106,20230223
371,4247,아파트주말농장공동체,아파트주말농장,29,경기도,266,시흥시,경기도 시흥시 정왕동 3-3,6800,미정,,8개월,"쉼터, 수도, 간이화장실",방문,미정,37.370128044611405,126.75823975543786,20200106,20230223
372,4249,자사모,자생화를 사랑하는 사람들,29,경기도,266,시흥시,"경기도 시흥시 군자동 35-1,2",4400,미정,,8개월,쉼터,방문,미정,37.357205622912666,126.80555518107415,20200106,20230223
373,4250,능곡동통장협의회,능곡동 시민공동체텃밭,29,경기도,266,시흥시,경기도 시흥시 능곡동 425-4,4083,미정,,8개월,쉼터,방문,미정,37.36237276787242,126.81076458203705,20200106,20230223
374,4389,포항시도시농업연구회,행복텃밭,35,경상북도,366,포항시,경상북도 포항시 북구 두호동 산30-1,2800,2351,,12개월,"쉼터, 창고",현장접수,40,36.07045406779182,129.3832852694124,20200106,20230223
375,4416,(사)도시농업연구소,덕남도시텃밭,25,광주광역시,240,남구,광주광역시 남구 덕남동 113-1,"5,310",10,,10개월,"세면장, 물탱크, 교육장 등","전화, 팩스, 메일",30,35.09385970689555,126.8939030456988,20200106,20230223
376,4265,개인,끝셈무지개농원,29,경기도,260,안산시,경기도 안산시 상록구 부곡동 207-3,3966,66,,9개월,"주차장, 화장실","전화연락,방문접수",150,37.33865542698012,126.85928067361897,20200106,20230223
377,4399,(재)누리문화재단,온누리텃밭,25,광주광역시,242,광산구,광주광역시 광산구 하산동 365-2,4945,10,,12개월,"수도,창고,화장실,주차장",단체.구청 홈페이지,,35.09814393359297,126.76502179176543,20200106,20230223
378,4429,대구시청,도원도시텃밭,23,대구광역시,226,달서구,대구광역시 달서구 도원동 1190,"4,725",15,,9개월,"화장실, 쉼터",대구도시농업박람회 홈페이지,40,35.79475460224361,128.5491754996951,20200106,20230223
379,4291,개인,맑은숨터 주말농장,29,경기도,273,양주시,경기도 양주시 광적면 광석리 299,2800,16.5,,9개월,-,전화,70,37.8248639668495,126.97597048086173,20200106,20230223
380,4294,서울시청,교동리,29,경기도,281,양평군,경기도 양평군 양서면 부용리 21,"8,500",17,,10,"그늘막,급수시설,주차장,화장실",홈페이지,60,37.556404921487115,127.35719820788816,20200106,20230223
381,4295,용인시,용인시민농장,29,경기도,,,경기도 용인시 처인구 마평동 573-8,7195,12,,7개월,"교육장, 원두막, 화장실 등",홈페이지,5,37.228039868553886,127.21489088126523,20200106,20230223
382,4299,의왕시,내손농장,29,경기도,278,의왕시,경기도 의왕시 청계동 74-1,2600,20,,9개월,"하우스,쉼터",방문,50,37.40549989635379,127.02535299852477,20200106,20230223
383,4300,의왕시,가막들공원 온가족텃밭교실,29,경기도,278,의왕시,경기도 의왕시 청계동 993,200,5,,7개월,"주차장, 쉼터",방문,,37.38953658922966,126.9982589482506,20200106,20230223
384,4348,민간단체,살래텃밭,29,경기도,267,파주시,경기도 파주시 탄현면 성동리 706,17606,17,,8개월,-,전화,20,37.78287821823908,126.69145864268246,20200106,20230223
385,4297,의왕시,월암농장,29,경기도,278,의왕시,경기도 의왕시 월암동 331-5,4200,10,,9개월,"주차장,하우스, 쉼터",방문,,37.310480427358165,126.9547010342712,20200106,20230223
386,4303,개인,송암농장,29,경기도,278,의왕시,경기도 의왕시 오전동 422,3966,33,,12개월,"원두막,쉼터 화장실",방문,160,37.353287781186886,126.98477070996175,20200106,20230223
387,4304,개인,청목농장,29,경기도,278,의왕시,경기도 의왕시 내손동 547-2,1322,33,,8개월,"화장실,원두막",방문,200,37.3787683718236,126.9921503356724,20200106,20230223
388,4305,개인,오매기농장,29,경기도,278,의왕시,경기도 의왕시 오전동 423-2,9917,33,,8개월,"원두막,쉼터, 화장실",방문,150,37.35203535928679,126.98381203089468,20200106,20230223
389,4256,연성동 주민참여예산위,3세대 가족농장 Together,29,경기도,266,시흥시,경기도 시흥시 하중동 708-4,3080,미정,,8개월,쉼터,방문,미정,37.39164477141166,126.80007025531687,20200106,20230223
390,4257,문화사랑,에덴농원,29,경기도,266,시흥시,경기도 시흥시 포동 278,1650,미정,,8개월,"쉼터, 수도",방문,미정,37.406277803420856,126.77140684059006,20200106,20230223
391,4258,시흥시농업기술센터,함줄도시농업공원,29,경기도,266,시흥시,경기도 시흥시 정왕동 1774-1,15000,12~16,,8개월,"잔디광장,쉼터,화장실",방문,미정,37.36862239445403,126.7353121191913,20200106,20230223
392,4259,시흥시농업기술센터,배곧텃밭나라,29,경기도,266,시흥시,경기도 시흥시 정왕동 2507,29470,12~16,,8개월,"잔디광장,쉼터,화장실",방문,미정,37.37190048572633,126.72452167986162,20200106,20230223
393,4261,안산시,단원농장,29,경기도,260,안산시,경기도 안산시 단원구 초지동 747,37947,16.5,,8개월,"주차장, 화장실",방문접수,14,37.30516886333062,126.80512249736506,20200106,20230223
394,4264,안산시,유원지농장,29,경기도,260,안산시,경기도 안산시 단원구 초지동 667,23005,16.5,,8개월,"주차장, 화장실",방문접수,14,37.32649649533419,126.8100900476775,20200106,20230223
395,4266,개인,바람들이 농장,29,경기도,260,안산시,경기도 안산시 상록구 부곡동 262-1,2640,16.5,,9개월,"주차장, 화장실","전화연락,방문접수",100,37.33949218837219,126.87793446099339,20200106,20230223
396,4269,개인,팝콘주말농장,29,경기도,260,안산시,경기도 안산시 상록구 부곡동 129-2,2565,26,,9개월,"주차장, 화장실","전화연락,방문접수",120,37.342320508172854,126.85659831622363,20200106,20230223
397,4270,개인,은성주말농장,29,경기도,260,안산시,경기도 안산시 상록구 장상동 109,2625,33,,9개월,"주차장, 화장실","전화연락,방문접수",100,37.35434070775978,126.8689854520846,20200106,20230223
398,4663,화순군,화순군힐링가족텃밭,34,전라남도,354,화순군,전라남도 화순군 화순읍 교리 247,"1,897","1,897",,8개월,-,"홈페이지, 전화 등",30,35.06086473801308,126.9801976247597,20200106,20230223
399,4274,개인,유원주말농장,29,경기도,,,경기도 안양시 만안구 석수동 145-2,1600,30,,10개월,"주차장,그늘막",전화접수,250,37.425174970440246,126.91450988285665,20200106,20230223
400,4281,개인,매내미농장,29,경기도,273,양주시,경기도 양주시 장흥면 삼하리 291-2,330,16.5,,9개월,화장실,전화,70,37.67517568010507,126.91947059139987,20200106,20230223
401,4268,안산시,상록농장,29,경기도,260,안산시,경기도 안산시 상록구 이동 622-1,10855,16.5,,8개월,주차장,방문접수,14,37.30943298648063,126.85262749563798,20200106,20230223
402,4238,개인,나눔농장,29,경기도,259,부천시,경기도 부천시 대장동 304-1,1200,33,,9개월,간이화장실,전화,100,37.54091290286668,126.78805703382396,20200106,20230223
403,4308,개인,하이디농장,29,경기도,278,의왕시,경기도 의왕시 청계동 207-1,16528,10,,9개월,"화장실,쉼터,원두막 등",방문,100,37.39590152125333,127.02399262445174,20200106,20230223
404,4273,개인,커뮤니티농장,29,경기도,,,경기도 안양시 만안구 박달동 378-2,1750,16,,10개월,"주차장,그늘막, 화장실",전화접수,60,37.38934853155838,126.88406932499592,20200106,20230223
405,4277,개인,능머루주말농원,29,경기도,273,양주시,경기도 양주시 장흥면 삼하리 255,3300,26,,9개월,화장실,전화,70,37.67608138978744,126.91483137641505,20200106,20230223
406,4278,개인,하모니 주말농장,29,경기도,273,양주시,경기도 양주시 은현면 용암리 354,1650,33,,9개월,-,전화,80,37.85071136466759,127.04619530921697,20200106,20230223
407,4439,개인,대밭골주말농장,23,대구광역시,227,달성군,대구광역시 달성군 다사읍 문양리 681,"6,600",33,,12개월,"쉼터, 화장실, 수도","전화, 방문",70,35.86754761163731,128.4297899899677,20200106,20230222
408,4437,대구시청,죽곡도시텃밭,23,대구광역시,227,달성군,대구광역시 달성군 다사읍 죽곡리 706,"4,324",15,,9개월,"화장실,쉼터",대구도시농업박람회 홈페이지,40,35.84396266459717,128.46430847765046,20200106,20230222
409,4441,개인,농따라주말농장,23,대구광역시,227,달성군,대구광역시 달성군 유가읍 도의리 1086-3,"1,320",16.5,,12개월,"쉼터, 화장실, 수도","전화, 방문",75,35.656971895753585,128.45421365258946,20200106,20230222
410,4442,달성신당정보화마을,옥포신당정보화마을,23,대구광역시,227,달성군,대구광역시 달성군 옥포읍 신당리 509-2,"2,970",33,,12개월,화장실,"전화, 방문, 블로그",60,35.796949791596376,128.43755613345382,20200106,20230222
411,4443,개인,운산농원,23,대구광역시,227,달성군,대구광역시 달성군 옥포읍 본리리 1816-2,660,16.5,,12개월,"쉼터, 화장실, 수도","전화, 방문",50,35.79082647250862,128.44824465093149,20200106,20230222
412,4449,개인,밤나무주말농장,23,대구광역시,221,동구,대구광역시 동구 미대동 526-3,"1,900",16~33,,12개월,-,전화문의(2월말부터 신청·접수),평당 1만원,35.951147306547995,128.6776174356307,20200106,20230222
413,4426,서구청,풍암동 친환경공영도시텃밭,25,광주광역시,239,서구,광주광역시 서구 풍암동 383-1,"17,063",10,,12개월,"창고,휴게실,관정",방문 및 유선,50,35.12932344793217,126.8751776919425,20200106,20230222
414,4433,개인,아가원,23,대구광역시,227,달성군,대구광역시 달성군 옥포읍 기세리 794,"3,300",13.2,,12개월,"화장실, 쉼터, 주차장, 지하수","전화, 방문",50,35.76692810562968,128.48579063302552,20200106,20230222
415,4457,비래동,비래 나눔텃밭 2,26,대전광역시,247,대덕구,대전광역시 대덕구 비래동 산33-2,200,10,,8개월,-,방문,15,36.35627081622142,127.4597473927349,20200106,20230222
416,4435,개인,비슬육묘농장,23,대구광역시,227,달성군,대구광역시 달성군 옥포읍 교항리 2710,"3,630",16.5,,12개월,"쉼터, 화장실, 지하수","전화, 방문",130,35.78302155098791,128.45209997278258,20200106,20230222
